"sec"    "mA"    "mV"
441.624   -0.55493837594986   -189.596435546875
441.727   -0.550990521907806   -191.07682800293
441.831   -0.55493837594986   -193.923934936523
441.934   -0.556912302970886   -195.707504272461
442.038   -0.552964448928833   -198.288833618164
442.141   -0.556912302970886   -202.160598754883
442.296   -0.475854724645615   -174.603500366211
442.394   -0.479802578687668   -172.250015258789
442.492   -0.481801807880402   -170.048614501953
442.589   -0.477828651666641   -167.69514465332
442.687   -0.483775734901428   -165.607437133789
442.784   -0.477828651666641   -163.633895874023
442.882   -0.493645370006561   -163.823379516602
442.98   -0.493645370006561   -162.19140625
443.077   -0.475854724645615   -159.952102661133
443.175   -0.487723588943481   -159.002746582031
443.272   -0.477828651666641   -157.067108154297
443.37   -0.487723588943481   -154.789916992188
443.468   -0.487723588943481   -153.726867675781
443.565   -0.485749661922455   -150.576599121094
443.663   -0.479802578687668   -149.475646972656
443.76   -0.475854724645615   -147.50212097168
443.858   -0.481801807880402   -145.793853759766
443.955   -0.475854724645615   -144.27555847168
444.053   -0.460037976503372   -140.783248901367
444.151   -0.481801807880402   -139.26496887207
444.248   -0.465985089540482   -137.595077514648
444.346   -0.463985830545425   -135.583160400391
444.443   -0.460037976503372   -133.495452880859
444.541   -0.463985830545425   -131.825576782227
444.639   -0.483775734901428   -129.889938354492
444.736   -0.477828651666641   -126.814971923828
444.834   -0.475854724645615   -126.131866455078
444.931   -0.477828651666641   -123.626808166504
445.029   -0.448169112205505   -118.654586791992
445.127   -0.481801807880402   -118.085166931152
445.224   -0.483775734901428   -117.363670349121
445.322   -0.483775734901428   -116.301109313965
445.419   -0.471906870603561   -113.871841430664
445.517   -0.489697515964508   -115.769584655762
445.615   -0.471906870603561   -114.023429870605
445.712   -0.467959016561508   -111.82202911377
445.81   -0.475854724645615   -110.037979125977
445.907   -0.467959016561508   -108.102340698242
446.005   -0.462011903524399   -106.697738647461
446.103   -0.467959016561508   -105.331520080566
446.2   -0.448169112205505   -102.674385070801
446.298   -0.467959016561508   -101.080299377441
446.395   -0.462011903524399   -98.8405151367188
446.493   -0.471906870603561   -97.3222274780273
446.591   -0.444221258163452   -95.2345123291016
446.688   -0.469932943582535   -93.7925033569336
446.786   -0.465985089540482   -91.4769287109375
446.883   -0.452142268419266   -89.1992492675781
446.981   -0.463985830545425   -88.2882690429688
447.079   -0.471906870603561   -87.6809539794922
447.176   -0.460037976503372   -85.8590087890625
447.274   -0.460037976503372   -85.2516860961914
447.371   -0.469932943582535   -83.8475723266602
447.469   -0.465985089540482   -81.1146469116211
447.567   -0.444221258163452   -76.9392242431641
447.664   -0.465985089540482   -76.3698043823242
447.762   -0.454116195440292   -74.2063064575195
447.859   -0.452142268419266   -73.0295639038086
447.957   -0.471906870603561   -72.080696105957
448.055   -0.462011903524399   -70.2966461181641
448.152   -0.465985089540482   -67.7536849975586
448.25   -0.469932943582535   -65.9317398071289
448.347   -0.454116195440292   -63.8061294555664
448.445   -0.456090122461319   -60.6174736022949
