"sec"   "mA"   "mV"
1.174   -617.650451660156   -277.228057861328
1.184   -617.631042480469   -277.190155029297
1.194   -617.650451660156   -277.114349365234
1.204   -617.669799804688   -276.734283447266
1.214   -617.650451660156   -276.810577392578
1.224   -617.650451660156   -276.92431640625
1.234   -617.669799804688   -276.696380615234
1.244   -617.669799804688   -276.848510742188
1.254   -617.611694335938   -276.734283447266
1.265   -617.553405761719   -276.734283447266
1.275   -617.572814941406   -276.582672119141
1.285   -617.631042480469   -276.544738769531
1.295   -617.592163085938   -276.696380615234
1.305   -617.572814941406   -276.962219238281
1.315   -617.611694335938   -277.075927734375
1.325   -617.592163085938   -277.265960693359
1.335   -617.611694335938   -277.190155029297
1.345   -617.650451660156   -277.152252197266
1.355   -617.669799804688   -277.303863525391
1.365   -617.650451660156   -277.455993652344
1.375   -617.631042480469   -277.493896484375
1.385   -617.689331054688   -277.759735107422
1.395   -617.650451660156   -277.607604980469
1.405   -617.631042480469   -277.607604980469
1.416   -617.650451660156   -277.721832275391
1.426   -617.631042480469   -278.0634765625
1.436   -617.592163085938   -277.987670898438
1.446   -617.572814941406   -278.0634765625
1.456   -617.592163085938   -277.835540771484
1.466   -617.592163085938   -277.797637939453
1.476   -617.592163085938   -277.835540771484
1.486   -617.592163085938   -278.139282226563
1.496   -617.592163085938   -278.0634765625
1.506   -617.631042480469   -278.139282226563
1.516   -617.631042480469   -278.253021240234
1.526   -617.631042480469   -278.405120849609
1.536   -617.650451660156   -278.48095703125
1.546   -617.631042480469   -278.48095703125
1.556   -617.650451660156   -278.48095703125
1.567   -617.650451660156   -278.595153808594
1.577   -617.631042480469   -278.633056640625
1.587   -617.631042480469   -278.708862304688
1.597   -617.592163085938   -278.556762695313
1.607   -617.572814941406   -278.595153808594
1.617   -617.631042480469   -278.48095703125
1.627   -617.631042480469   -278.556762695313
1.637   -617.592163085938   -278.48095703125
1.647   -617.631042480469   -278.48095703125
1.657   -617.689331054688   -278.518859863281
1.667   -617.650451660156   -278.822601318359
1.677   -617.669799804688   -278.822601318359
1.687   -617.650451660156   -278.898895263672
1.697   -617.650451660156   -278.822601318359
1.708   -617.669799804688   -278.898895263672
1.718   -617.631042480469   -278.974700927734
1.728   -617.592163085938   -279.012634277344
1.738   -617.631042480469   -279.278442382813
1.748   -617.650451660156   -279.316375732422
1.758   -617.611694335938   -279.316375732422
1.768   -617.592163085938   -279.430084228516
1.778   -617.611694335938   -279.278442382813
1.788   -617.631042480469   -279.354278564453
1.798   -617.631042480469   -279.392181396484
1.808   -617.669799804688   -279.544281005859
1.818   -617.650451660156   -279.771728515625
1.828   -617.592163085938   -280.189697265625
1.838   -617.611694335938   -280.227600097656
1.849   -617.650451660156   -280.265502929688
1.859   -617.669799804688   -279.923858642578
1.869   -617.650451660156   -279.999664306641
1.879   -617.650451660156   -280.34130859375
1.889   -617.669799804688   -280.227600097656
1.899   -617.689331054688   -280.265502929688
1.909   -617.592163085938   -279.961761474609
1.919   -617.553405761719   -280.037567138672
1.929   -617.572814941406   -280.227600097656
1.939   -617.592163085938   -280.265502929688
1.949   -617.611694335938   -280.151794433594
1.959   -617.611694335938   -280.037567138672
1.969   -617.611694335938   -279.885955810547
1.979   -617.631042480469   -280.037567138672
1.99   -617.631042480469   -280.113891601563
2   -617.650451660156   -280.075469970703
2.01   -617.631042480469   -280.303405761719
2.02   -617.650451660156   -280.265502929688
2.03   -617.669799804688   -280.607147216797
2.04   -617.650451660156   -280.721374511719
2.05   -617.650451660156   -280.379241943359
2.06   -617.631042480469   -280.417633056641
2.07   -617.650451660156   -280.682983398438
2.08   -617.592163085938   -280.986724853516
2.09   -617.592163085938   -280.948822021484
2.1   -617.631042480469   -280.986724853516
2.11   -617.631042480469   -280.682983398438
2.12   -617.650451660156   -280.682983398438
2.13   -617.650451660156   -280.948822021484
2.141   -617.572814941406   -281.025115966797
2.151   -617.572814941406   -280.910888671875
2.161   -617.650451660156   -281.025115966797
2.171   -617.650451660156   -281.404663085938
2.181   -617.669799804688   -281.404663085938
2.191   -617.669799804688   -281.176727294922
2.201   -617.631042480469   -281.176727294922
2.211   -617.669799804688   -281.442565917969
2.221   -617.650451660156   -281.632598876953
2.231   -617.650451660156   -281.556304931641
2.241   -617.631042480469   -281.670501708984
2.251   -617.611694335938   -281.594207763672
2.261   -617.592163085938   -281.746337890625
2.271   -617.611694335938   -281.746337890625
2.281   -617.631042480469   -281.974243164063
2.292   -617.631042480469   -281.974243164063
2.302   -617.631042480469   -282.012145996094
2.312   -617.592163085938   -281.974243164063
2.322   -617.592163085938   -282.050079345703
2.332   -617.631042480469   -281.974243164063
2.342   -617.611694335938   -281.936340332031
2.352   -617.631042480469   -281.974243164063
2.362   -617.650451660156   -282.240081787109
2.372   -617.650451660156   -282.543823242188
2.382   -617.631042480469   -282.847595214844
2.392   -617.611694335938   -282.847595214844
2.402   -617.611694335938   -282.809173583984
2.412   -617.592163085938   -282.619659423828
2.422   -617.553405761719   -282.885498046875
2.432   -617.592163085938   -282.923400878906
2.443   -617.572814941406   -282.619659423828
2.453   -617.592163085938   -282.201690673828
2.463   -617.650451660156   -282.467529296875
2.473   -617.631042480469   -282.505432128906
2.483   -617.631042480469   -282.505432128906
2.493   -617.650451660156   -282.353820800781
2.503   -617.592163085938   -282.429626464844
2.513   -617.611694335938   -282.391723632813
2.523   -617.650451660156   -282.429626464844
2.533   -617.650451660156   -282.391723632813
2.543   -617.650451660156   -282.467529296875
2.553   -617.631042480469   -282.619659423828
2.563   -617.631042480469   -282.543823242188
2.573   -617.592163085938   -282.31591796875
2.584   -617.592163085938   -282.543823242188
2.594   -617.592163085938   -282.847595214844
2.604   -617.611694335938   -282.847595214844
2.614   -617.611694335938   -282.847595214844
2.624   -617.611694335938   -283.227142333984
2.634   -617.631042480469   -283.492980957031
2.644   -617.650451660156   -284.062561035156
2.654   -617.611694335938   -283.758819580078
2.664   -617.592163085938   -283.378784179688
2.674   -617.611694335938   -283.530883789063
2.684   -617.631042480469   -283.606689453125
2.694   -617.650451660156   -283.530883789063
2.704   -617.592163085938   -283.644592285156
2.714   -617.611694335938   -283.112945556641
2.724   -617.631042480469   -282.999206542969
2.735   -617.631042480469   -282.961303710938
2.745   -617.611694335938   -283.112945556641
2.755   -617.631042480469   -283.112945556641
2.765   -617.592163085938   -283.189239501953
2.775   -617.611694335938   -283.455078125
2.785   -617.650451660156   -283.758819580078
2.795   -617.611694335938   -283.606689453125
2.805   -617.592163085938   -283.644592285156
2.815   -617.631042480469   -283.720428466797
2.825   -617.592163085938   -283.910430908203
2.835   -617.592163085938   -283.872528076172
2.845   -617.611694335938   -284.100463867188
2.855   -617.631042480469   -284.100463867188
2.865   -617.650451660156   -284.17626953125
2.875   -617.650451660156   -284.024169921875
2.885   -617.650451660156   -284.062561035156
2.896   -617.631042480469   -284.100463867188
2.906   -617.631042480469   -284.062561035156
2.916   -617.631042480469   -283.834625244141
2.926   -617.631042480469   -283.758819580078
2.936   -617.611694335938   -283.834625244141
2.946   -617.592163085938   -283.606689453125
2.956   -617.572814941406   -283.568786621094
2.966   -617.592163085938   -283.606689453125
2.976   -617.592163085938   -283.796722412109
2.986   -617.592163085938   -284.024169921875
2.996   -617.631042480469   -284.100463867188
3.006   -617.650451660156   -284.480041503906
3.016   -617.669799804688   -284.252105712891
3.026   -617.689331054688   -284.366302490234
3.036   -617.650451660156   -284.214202880859
3.047   -617.611694335938   -284.214202880859
3.057   -617.650451660156   -284.252105712891
3.067   -617.650451660156   -284.138366699219
3.077   -617.631042480469   -284.17626953125
3.087   -617.631042480469   -283.986267089844
3.097   -617.650451660156   -284.138366699219
3.107   -617.650451660156   -284.062561035156
3.117   -617.631042480469   -284.100463867188
3.127   -617.592163085938   -284.327911376953
3.137   -617.592163085938   -284.404205322266
3.147   -617.631042480469   -284.366302490234
3.157   -617.611694335938   -284.404205322266
3.167   -617.592163085938   -284.327911376953
3.177   -617.631042480469   -284.480041503906
3.187   -617.631042480469   -284.631652832031
3.197   -617.631042480469   -284.404205322266
3.208   -617.631042480469   -284.631652832031
3.218   -617.650451660156   -284.517944335938
3.228   -617.650451660156   -284.555847167969
3.238   -617.650451660156   -284.897491455078
3.248   -617.650451660156   -284.745849609375
3.258   -617.650451660156   -284.821685791016
3.268   -617.650451660156   -285.049621582031
3.278   -617.592163085938   -285.277526855469
3.288   -617.592163085938   -285.315460205078
3.298   -617.650451660156   -285.391265869141
3.308   -617.650451660156   -285.353363037109
3.318   -617.631042480469   -285.391265869141
3.328   -617.592163085938   -285.239135742188
3.338   -617.572814941406   -285.315460205078
3.348   -617.611694335938   -285.429168701172
3.359   -617.650451660156   -285.239135742188
3.369   -617.631042480469   -285.239135742188
3.379   -617.592163085938   -285.239135742188
3.389   -617.650451660156   -285.542877197266
3.399   -617.650451660156   -285.73291015625
3.409   -617.650451660156   -285.770812988281
3.419   -617.650451660156   -285.770812988281
3.429   -617.650451660156   -285.885040283203
3.439   -617.592163085938   -286.188781738281
3.449   -617.592163085938   -285.960845947266
3.459   -617.631042480469   -286.074554443359
3.469   -617.572814941406   -285.998748779297
3.479   -617.592163085938   -285.922943115234
3.489   -617.669799804688   -285.922943115234
3.499   -617.631042480469   -286.036651611328
3.51   -617.611694335938   -285.960845947266
3.52   -617.611694335938   -286.036651611328
3.53   -617.631042480469   -285.885040283203
3.54   -617.592163085938   -285.846649169922
3.55   -617.631042480469   -286.188781738281
3.56   -617.631042480469   -286.264587402344
3.57   -617.631042480469   -286.378295898438
3.58   -617.611694335938   -286.454132080078
3.59   -617.611694335938   -286.188781738281
3.6   -617.592163085938   -286.150390625
3.61   -617.572814941406   -285.922943115234
3.62   -617.572814941406   -285.960845947266
3.63   -617.572814941406   -285.998748779297
3.64   -617.592163085938   -286.340393066406
3.651   -617.592163085938   -286.340393066406
3.661   -617.572814941406   -286.340393066406
3.671   -617.572814941406   -286.226684570313
3.681   -617.592163085938   -286.492523193359
3.691   -617.611694335938   -286.568328857422
3.701   -617.650451660156   -286.757873535156
3.711   -617.650451660156   -287.061614990234
3.721   -617.650451660156   -287.023712158203
3.731   -617.650451660156   -286.757873535156
3.741   -617.650451660156   -286.682067871094
3.751   -617.650451660156   -286.757873535156
3.761   -617.631042480469   -287.061614990234
3.771   -617.592163085938   -287.100006103516
3.781   -617.631042480469   -286.8720703125
3.791   -617.592163085938   -286.568328857422
3.802   -617.592163085938   -286.682067871094
3.812   -617.631042480469   -286.757873535156
3.822   -617.650451660156   -286.8720703125
3.832   -617.631042480469   -286.8720703125
3.842   -617.631042480469   -286.834167480469
3.852   -617.650451660156   -286.985809326172
3.862   -617.650451660156   -287.403747558594
3.872   -617.592163085938   -287.327453613281
3.882   -617.611694335938   -287.479553222656
3.892   -617.631042480469   -287.821228027344
3.902   -617.631042480469   -287.593292236328
3.912   -617.592163085938   -287.28955078125
3.922   -617.553405761719   -287.213745117188
3.932   -617.592163085938   -287.479553222656
3.942   -617.572814941406   -287.555389404297
3.953   -617.592163085938   -287.441650390625
3.963   -617.631042480469   -287.327453613281
3.973   -617.650451660156   -287.669097900391
3.983   -617.631042480469   -287.897033691406
3.993   -617.650451660156   -287.707489013672
4.003   -617.611694335938   -287.821228027344
4.013   -617.592163085938   -287.593292236328
4.023   -617.631042480469   -287.669097900391
4.033   -617.650451660156   -287.821228027344
4.043   -617.631042480469   -287.897033691406
4.053   -617.650451660156   -287.897033691406
4.063   -617.631042480469   -287.783325195313
4.073   -617.611694335938   -287.859130859375
4.084   -617.592163085938   -288.049163818359
4.094   -617.592163085938   -288.200775146484
4.104   -617.631042480469   -288.238677978516
4.114   -617.631042480469   -288.390808105469
4.124   -617.631042480469   -288.200775146484
4.134   -617.631042480469   -288.124969482422
4.144   -617.631042480469   -287.972839355469
4.154   -617.631042480469   -288.124969482422
4.164   -617.650451660156   -288.580352783203
4.174   -617.650451660156   -288.390808105469
4.184   -617.669799804688   -288.315002441406
4.194   -617.611694335938   -288.618743896484
4.204   -617.553405761719   -288.618743896484
4.214   -617.572814941406   -288.124969482422
4.224   -617.631042480469   -288.049163818359
4.234   -617.592163085938   -288.466613769531
4.244   -617.572814941406   -288.466613769531
4.255   -617.592163085938   -288.466613769531
4.265   -617.572814941406   -288.390808105469
4.275   -617.592163085938   -288.466613769531
4.285   -617.592163085938   -288.390808105469
4.295   -617.534057617188   -288.580352783203
4.305   -617.534057617188   -288.580352783203
4.315   -617.553405761719   -288.504516601563
4.325   -617.592163085938   -288.390808105469
4.335   -617.592163085938   -288.315002441406
4.345   -617.572814941406   -288.200775146484
4.355   -617.611694335938   -288.276580810547
4.365   -617.650451660156   -288.4287109375
4.375   -617.650451660156   -288.504516601563
4.385   -617.572814941406   -288.390808105469
4.395   -617.611694335938   -288.504516601563
4.405   -617.631042480469   -288.542419433594
4.415   -617.631042480469   -288.542419433594
4.425   -617.592163085938   -288.238677978516
4.436   -617.592163085938   -288.4287109375
4.446   -617.592163085938   -288.580352783203
4.456   -617.592163085938   -288.922485351563
4.466   -617.592163085938   -289.074096679688
4.476   -617.592163085938   -289.187835693359
4.486   -617.631042480469   -288.998291015625
4.496   -617.592163085938   -289.187835693359
4.506   -617.572814941406   -289.339935302734
4.516   -617.572814941406   -289.529968261719
4.526   -617.631042480469   -289.643676757813
4.536   -617.631042480469   -289.56787109375
4.546   -617.592163085938   -289.415771484375
4.556   -617.611694335938   -289.415771484375
4.566   -617.592163085938   -289.719512939453
4.576   -617.572814941406   -290.023254394531
4.586   -617.572814941406   -290.213256835938
4.597   -617.631042480469   -290.251190185547
4.607   -617.631042480469   -289.605773925781
4.617   -617.592163085938   -289.491577148438
4.627   -617.611694335938   -289.529968261719
4.637   -617.650451660156   -289.529968261719
4.647   -617.631042480469   -289.605773925781
4.657   -617.631042480469   -289.9853515625
4.667   -617.650451660156   -289.947418212891
4.677   -617.650451660156   -289.833709716797
4.687   -617.650451660156   -289.757415771484
4.697   -617.669799804688   -290.061157226563
4.707   -617.611694335938   -290.213256835938
4.717   -617.572814941406   -290.441192626953
4.727   -617.650451660156   -290.441192626953
4.737   -617.611694335938   -290.592834472656
4.747   -617.592163085938   -290.668640136719
4.757   -617.631042480469   -290.592834472656
4.768   -617.650451660156   -290.668640136719
4.778   -617.592163085938   -290.972381591797
4.788   -617.553405761719   -291.048675537109
4.798   -617.592163085938   -290.972381591797
4.808   -617.631042480469   -291.048675537109
4.818   -617.650451660156   -290.934478759766
4.828   -617.689331054688   -290.592834472656
4.838   -617.631042480469   -290.934478759766
4.848   -617.611694335938   -290.972381591797
4.858   -617.592163085938   -291.200317382813
4.868   -617.611694335938   -291.010284423828
4.878   -617.650451660156   -290.896575927734
4.888   -617.631042480469   -291.12451171875
4.898   -617.650451660156   -291.769897460938
4.908   -617.631042480469   -291.769897460938
4.918   -617.631042480469   -291.617797851563
4.929   -617.631042480469   -291.466156005859
4.939   -617.631042480469   -291.390350341797
4.949   -617.592163085938   -291.466156005859
4.959   -617.592163085938   -291.541961669922
4.969   -617.611694335938   -291.390350341797
4.979   -617.572814941406   -291.617797851563
4.989   -617.611694335938   -291.845703125
4.999   -617.631042480469   -291.959930419922
5.009   -617.592163085938   -291.617797851563
5.019   -617.631042480469   -291.428253173828
5.029   -617.631042480469   -291.428253173828
5.039   -617.592163085938   -291.883636474609
5.049   -617.631042480469   -291.883636474609
5.059   -617.611694335938   -291.959930419922
5.069   -617.611694335938   -292.339477539063
5.079   -617.553405761719   -292.377380371094
5.09   -617.553405761719   -292.377380371094
5.1   -617.553405761719   -292.377380371094
5.11   -617.611694335938   -292.643218994141
5.12   -617.650451660156   -292.756958007813
5.13   -617.631042480469   -293.250732421875
5.14   -617.592163085938   -293.554473876953
5.15   -617.572814941406   -293.212799072266
5.16   -617.592163085938   -293.174896240234
5.17   -617.650451660156   -293.022796630859
5.18   -617.650451660156   -293.250732421875
5.19   -617.650451660156   -293.8203125
5.2   -617.611694335938   -293.934020996094
5.21   -617.611694335938   -294.124053955078
5.22   -617.631042480469   -294.807342529297
5.23   -617.650451660156   -294.921081542969
5.24   -617.650451660156   -295.262725830078
5.251   -617.572814941406   -295.339019775391
5.261   -617.572814941406   -295.262725830078
5.271   -617.631042480469   -295.186920166016
5.281   -617.572814941406   -294.997375488281
5.291   -617.534057617188   -295.111083984375
5.301   -617.553405761719   -295.111083984375
5.311   -617.572814941406   -295.149017333984
5.321   -617.592163085938   -294.845245361328
5.331   -617.650451660156   -294.997375488281
5.341   -617.650451660156   -295.262725830078
5.351   -617.650451660156   -295.301116943359
5.361   -617.631042480469   -295.339019775391
5.371   -617.592163085938   -295.642761230469
5.381   -617.631042480469   -295.718597412109
5.391   -617.650451660156   -295.604858398438
5.402   -617.669799804688   -295.718597412109
5.412   -617.631042480469   -295.870208740234
5.422   -617.572814941406   -295.908599853516
5.432   -617.553405761719   -296.060241699219
5.442   -617.553405761719   -295.946502685547
5.452   -617.572814941406   -296.173950195313
5.462   -617.572814941406   -296.136047363281
5.472   -617.592163085938   -296.326080322266
5.482   -617.631042480469   -296.212341308594
5.492   -617.650451660156   -296.022338867188
5.502   -617.631042480469   -296.401885986328
5.512   -617.572814941406   -296.857757568359
5.522   -617.592163085938   -296.743530273438
5.532   -617.650451660156   -297.047271728516
5.542   -617.592163085938   -297.388946533203
5.552   -617.592163085938   -297.313110351563
5.563   -617.631042480469   -297.616882324219
5.573   -617.631042480469   -297.578948974609
5.583   -617.631042480469   -297.692687988281
5.593   -617.572814941406   -297.731079101563
5.603   -617.572814941406   -297.616882324219
5.613   -617.592163085938   -297.844787597656
5.623   -617.592163085938   -297.692687988281
5.633   -617.572814941406   -297.388946533203
5.643   -617.592163085938   -297.2373046875
5.653   -617.650451660156   -297.731079101563
5.663   -617.631042480469   -297.996429443359
5.673   -617.631042480469   -298.186462402344
5.683   -617.611694335938   -297.692687988281
5.693   -617.611694335938   -297.768981933594
5.703   -617.650451660156   -298.300170898438
5.713   -617.631042480469   -298.7939453125
5.724   -617.572814941406   -298.983978271484
5.734   -617.592163085938   -299.591461181641
5.744   -617.611694335938   -299.515167236328
5.754   -617.572814941406   -299.477233886719
5.764   -617.592163085938   -299.629364013672
5.774   -617.650451660156   -299.743072509766
5.784   -617.611694335938   -299.743072509766
5.794   -617.572814941406   -300.161041259766
5.804   -617.572814941406   -300.084747314453
5.814   -617.553405761719   -300.388488769531
5.824   -617.611694335938   -300.616424560547
5.834   -617.650451660156   -300.616424560547
5.844   -617.650451660156   -300.540588378906
5.854   -617.650451660156   -300.654327392578
5.864   -617.631042480469   -300.426391601563
5.875   -617.631042480469   -300.3505859375
5.885   -617.631042480469   -300.312652587891
5.895   -617.572814941406   -300.806427001953
5.905   -617.592163085938   -301.679748535156
5.915   -617.631042480469   -301.337615966797
5.925   -617.650451660156   -300.806427001953
5.935   -617.611694335938   -300.426391601563
5.945   -617.592163085938   -300.540588378906
5.955   -617.592163085938   -300.730133056641
5.965   -617.592163085938   -300.882232666016
5.975   -617.592163085938   -300.882232666016
5.985   -617.572814941406   -300.958068847656
5.995   -617.592163085938   -301.679748535156
6.005   -617.631042480469   -301.793487548828
6.015   -617.631042480469   -301.755584716797
6.025   -617.631042480469   -301.565551757813
6.036   -617.650451660156   -301.679748535156
6.046   -617.650451660156   -302.248870849609
6.056   -617.631042480469   -302.894744873047
6.066   -617.631042480469   -302.514678955078
6.076   -617.592163085938   -302.666809082031
6.086   -617.592163085938   -302.970550537109
6.096   -617.611694335938   -302.591003417969
6.106   -617.611694335938   -302.591003417969
6.116   -617.572814941406   -302.818450927734
6.126   -617.534057617188   -303.160095214844
6.136   -617.534057617188   -303.540130615234
6.146   -617.572814941406   -303.236389160156
6.156   -617.572814941406   -303.236389160156
6.166   -617.592163085938   -303.881774902344
6.176   -617.611694335938   -304.147613525391
6.187   -617.572814941406   -304.185546875
6.197   -617.572814941406   -304.337158203125
6.207   -617.611694335938   -303.957611083984
6.217   -617.650451660156   -304.109710693359
6.227   -617.631042480469   -304.565093994141
6.237   -617.534057617188   -305.096771240234
6.247   -617.572814941406   -305.817993164063
6.257   -617.611694335938   -306.311737060547
6.267   -617.611694335938   -306.159637451172
6.277   -617.572814941406   -305.742156982422
6.287   -617.572814941406   -305.590057373047
6.297   -617.572814941406   -305.742156982422
6.307   -617.611694335938   -306.311737060547
6.317   -617.631042480469   -306.615478515625
6.327   -617.631042480469   -306.387573242188
6.338   -617.611694335938   -306.083831787109
6.348   -617.611694335938   -306.349639892578
6.358   -617.631042480469   -306.805023193359
6.368   -617.650451660156   -306.767120361328
6.378   -617.631042480469   -306.311737060547
6.388   -617.534057617188   -306.273834228516
6.398   -617.514526367188   -306.46337890625
6.408   -617.592163085938   -306.387573242188
6.418   -617.631042480469   -306.577575683594
6.428   -617.572814941406   -307.070861816406
6.438   -617.572814941406   -307.070861816406
6.448   -617.572814941406   -307.070861816406
6.458   -617.572814941406   -307.792572021484
6.468   -617.572814941406   -308.627502441406
6.478   -617.592163085938   -308.172119140625
6.488   -617.631042480469   -307.792572021484
6.499   -617.650451660156   -307.374603271484
6.509   -617.631042480469   -306.995056152344
6.519   -617.592163085938   -307.147155761719
6.529   -617.611694335938   -307.754669189453
6.539   -617.650451660156   -307.982086181641
6.549   -617.611694335938   -308.400054931641
6.559   -617.592163085938   -309.083343505859
6.569   -617.572814941406   -309.311279296875
6.579   -617.611694335938   -309.652954101563
6.589   -617.611694335938   -310.108306884766
6.599   -617.611694335938   -310.29833984375
6.609   -617.592163085938   -310.29833984375
6.619   -617.631042480469   -309.728759765625
6.629   -617.631042480469   -310.146209716797
6.639   -617.592163085938   -310.715789794922
6.649   -617.592163085938   -310.639984130859
6.66   -617.650451660156   -310.29833984375
6.67   -617.650451660156   -309.994598388672
6.68   -617.650451660156   -309.728759765625
6.69   -617.611694335938   -310.374145507813
6.7   -617.611694335938   -310.488372802734
6.71   -617.631042480469   -310.488372802734
6.72   -617.592163085938   -310.374145507813
6.73   -617.592163085938   -310.715789794922
6.74   -617.650451660156   -311.741241455078
6.75   -617.592163085938   -311.817047119141
6.76   -617.572814941406   -312.007080078125
6.77   -617.553405761719   -312.272430419922
6.78   -617.572814941406   -311.930786132813
6.79   -617.572814941406   -311.664947509766
6.801   -617.553405761719   -312.158721923828
6.811   -617.572814941406   -313.145751953125
6.821   -617.631042480469   -313.222076416016
6.831   -617.650451660156   -313.411590576172
6.841   -617.650451660156   -313.259979248047
6.851   -617.650451660156   -312.879913330078
6.861   -617.650451660156   -312.728302001953
6.871   -617.650451660156   -313.145751953125
6.881   -617.631042480469   -312.918304443359
6.891   -617.592163085938   -312.652465820313
6.901   -617.592163085938   -312.994140625
6.911   -617.592163085938   -314.664489746094
6.921   -617.572814941406   -314.968231201172
6.931   -617.631042480469   -314.892425537109
6.941   -617.592163085938   -315.234069824219
6.952   -617.592163085938   -315.765747070313
6.962   -617.650451660156   -315.652008056641
6.972   -617.611694335938   -315.234069824219
6.982   -617.572814941406   -315.309875488281
6.992   -617.572814941406   -315.234069824219
7.002   -617.631042480469   -314.664489746094
7.012   -617.650451660156   -314.740783691406
7.022   -617.650451660156   -314.740783691406
7.032   -617.592163085938   -315.006134033203
7.042   -617.572814941406   -315.462005615234
7.052   -617.611694335938   -316.183197021484
7.062   -617.631042480469   -316.524871826172
7.072   -617.631042480469   -316.183197021484
7.082   -617.631042480469   -316.942810058594
7.093   -617.631042480469   -317.284454345703
